day,revenue,Car
TX,0.661037519
UT,0.254469249
VA,0.517010737
VT,0.225120818
WA,0.544236004
WI,0.843461737
WV,0.515997257
WY,0.914198755
 ,0.149134774
AK,0.583719092
AL,0.908904309
AR,0.033567799
AZ,0.164856164
CA,0.81997459
CO,0.904573175
CT,0.039396709
DC,0.015578007
DE,0.497273912
FL,0.261902003
GA,0.462976434
HI,0.108805234
IA,0.386294169
ID,0.413149435
IL,0.162872086
IN,0.82501014
KS,0.193268426
KY,0.68118503
LA,0.253871567
MA,0.083973607
MD,0.214197211
ME,0.479861298
MI,0.366859185
MN,0.794135122
MO,0.832142813
MS,0.154750236
MT,0.350536016
NC,0.510029892
ND,0.524623344
NE,0.894773362
NH,0.544803846
NJ,0.482224549
NM,0.072449868
NV,0.507422224
NY,0.408087539
OH,0.72299255
OK,0.439555483
OR,0.120936445
PA,0.074235964
RI,0.815985242
SC,0.49477696
SD,0.578363375
TN,0.697553762
TX,0.633315815
UT,0.307500837
VA,0.048981595
VT,0.436686083
WA,0.28125145
WI,0.921215398
WV,0.252488819
WY,0.320823601
 ,0.938638352
AK,0.395636765
AL,0.875222509
AR,0.110094944
AZ,0.76508625
CA,0.598771175
CO,0.209676274
CT,0.995037764
DC,0.079429321
DE,0.595000423
FL,0.010215696
GA,0.664160363
HI,0.75005293
IA,0.132330133
ID,0.33943102
IL,0.905804754
IN,0.896239983
KS,0.416383545
KY,0.503346845
LA,0.515894679
MA,0.409141478
MD,0.678152653
ME,0.343164391
MI,0.166661206
MN,0.222675867
MO,0.897456883
MS,0.981826674
MT,0.049616863
NC,0.71462476
ND,0.456013706
NE,0.585260034
NH,0.577276142
NJ,0.172435236
NM,0.262291057
NV,0.872395905
NY,0.261452673
OH,0.775303422
OK,0.402506911
OR,0.559312858
PA,0.745597161
RI,0.823003818
SC,0.394703902
SD,0.683154892
TN,0.393785865
TX,0.669659172
UT,0.457576624
VA,0.041630528
VT,0.842757494
WA,0.082269598
WI,0.262586741
WV,0.119006706
WY,0.499141726
 ,0.844988802
AK,0.243070017
AL,0.633476827
AR,0.919525925
AZ,0.155989409
CA,0.60951709
CO,0.527056322
CT,0.18789239
DC,0.103401698
DE,0.786430082
FL,0.019793564
GA,0.490020096
HI,0.802044809
IA,0.649304415
ID,0.278353968
IL,0.376799944
IN,0.290199125
KS,0.964726581
KY,0.207996749
LA,0.237275378
MA,0.12743899
MD,0.978079511
ME,0.48687258
MI,0.180350939
MN,0.410883187
MO,0.155214729
MS,0.227080648
MT,0.180802133
NC,0.911585312
ND,0.438355589
NE,0.53641399
NH,0.106571139
NJ,0.173848829
NM,0.065124127
NV,0.56274068
NY,0.769600711
OH,0.687556689
OK,0.352784624
OR,0.032592925
PA,0.293193563
RI,0.655311784
SC,0.539559194
SD,0.603089018
TN,0.770280518
TX,0.972121889
UT,0.414785835
VA,0.435462853
VT,0.620110266
WA,0.646198301
WI,0.366950103
WV,0.101646877
WY,0.572950969
 ,0.120438466
AK,0.13266863
AL,0.885728977
AR,0.492949486
AZ,0.669273817
CA,0.200140812
CO,0.302033545
CT,0.290140683
DC,0.705488131
DE,0.175683524
FL,0.274955399
GA,0.26222808
HI,0.172535913
IA,0.485524689
ID,0.228140674
IL,0.133196878
IN,0.694853633
KS,0.127419911
KY,0.636826649
LA,0.604477807
MA,0.780822324
MD,0.854924423
ME,0.116418636
MI,0.38246555
MN,0.36710866
MO,0.591127534
MS,0.260897377
MT,0.051569928
NC,0.543690813
ND,0.045912679
NE,0.924683175
NH,0.33996479
NJ,0.421446283
NM,0.222799092
NV,0.880014082
NY,0.913144183
OH,0.697617208
OK,0.889943746
OR,0.30426404
PA,0.753030388
RI,0.580841205
SC,0.248833473
SD,0.507424556
TN,0.193630192
TX,0.454828813
UT,0.929613037
VA,0.947158019
VT,0.017677101
WA,0.221721049
WI,0.074515749
WV,0.584970507
WY,0.520740522
 ,0.923117927
AK,0.312588001
AL,0.299944212
AR,0.216148878
AZ,0.334773482
CA,0.444096331
CO,0.421069464
CT,0.559889694
DC,0.426042485
DE,0.069322234
FL,0.608031036
GA,0.038320087
HI,0.472563457
IA,0.159926732
ID,0.840193146
IL,0.956339155
IN,0.34867204
KS,0.254571955
KY,0.607869266
LA,0.605442575
MA,0.784246829
MD,0.362830232
ME,0.050550155
MI,0.207914189
MN,0.549323736
MO,0.338267979
MS,0.267812568
MT,0.757742017
NC,0.055339299
ND,0.823532797
NE,0.70756475
NH,0.991901827
NJ,0.777324845
NM,0.857780059
NV,0.740407684
NY,0.556420687
OH,0.938394482
OK,0.099109891
OR,0.480841891
PA,0.668489283
RI,0.520551322
SC,0.834053817
SD,0.942241933
TN,0.520681568
TX,0.664155449
UT,0.720316011
VA,0.097785786
VT,0.279303687
WA,0.605577192
WI,0.025122774
WV,0.641202301
WY,0.78648689
 ,0.823965574
AK,0.060842429
AL,0.896157907
AR,0.082134434
AZ,0.464831947
CA,0.955632524
CO,0.756946881
CT,0.329806534
DC,0.892747948
DE,0.671874695
FL,0.165563038
GA,0.356420979
HI,0.541796762
IA,0.431961823
ID,0.951035847
IL,0.384203643
IN,0.565641326
KS,0.836985258
KY,0.956649768
LA,0.396979118
MA,0.862242061
MD,0.953737003
ME,0.88663713
MI,0.438438742
MN,0.423044244
MO,0.967970658
MS,0.890388252
MT,0.959654058
NC,0.556839891
ND,0.159303343
NE,0.236544124
NH,0.202890723
NJ,0.277132327
NM,0.720178275
NV,0.668589526
NY,0.042912345
OH,0.798374917
OK,0.034234613
OR,0.55887896
PA,0.321563113
RI,0.165385588
SC,0.847538097
SD,0.16007699
TN,0.113753492
TX,0.359349612
UT,0.936343172
VA,0.371593442
VT,0.410876023
WA,0.611410831
WI,0.965622024
WV,0.978759213
WY,0.17199148
 ,0.107867322
AK,0.782950677
AL,0.87002681
AR,0.939443445
AZ,0.94681975
CA,0.463115145
CO,0.337749751
CT,0.810797294
DC,0.11219675
DE,0.758958556
FL,0.086970983
GA,0.063674581
HI,0.683984148
IA,0.09092257
ID,0.555075128
IL,0.308693565
IN,0.07440564
KS,0.196451095
KY,0.481910989
LA,0.443268663
MA,0.84941376
MD,0.093976637
ME,0.142069801
MI,0.682827628
MN,0.355622078
MO,0.229258858
MS,0.422869862
MT,0.724532484
NC,0.671430939
ND,0.299892967
NE,0.996569088
NH,0.181032633
NJ,0.53063559
NM,0.961156114
NV,0.737609749
NY,0.225527694
OH,0.670444422
OK,0.725730553
OR,0.399618311
PA,0.145317991
RI,0.068113024
SC,0.768702123
SD,0.801969052
TN,0.093416966
TX,0.994480792
UT,0.947400681
VA,0.577763936
VT,0.18443706
WA,0.163836834
WI,0.576392263
WV,0.070618982
WY,0.583984582
 ,0.889979382
AK,0.20337801
AL,0.330466366
AR,0.938484508
AZ,0.136909784
CA,0.74085731
CO,0.277863608
CT,0.03398066
DC,0.194237864
DE,0.655409844
FL,0.037002383
GA,0.891789942
HI,0.783923657
IA,0.190218937
ID,0.164981646
IL,0.365520138
IN,0.462737205
KS,0.086663066
KY,0.435407159
LA,0.52342192
MA,0.973753948
MD,0.019487268
ME,0.934503224
MI,0.369036846
MN,0.764209594
MO,0.825730919
MS,0.649650081
MT,0.907684211
NC,0.664003065
ND,0.220393618
NE,0.998827919
NH,0.013365094
NJ,0.124252454
NM,0.550665951
NV,0.28005449
NY,0.028948489
OH,0.07220773
OK,0.649062957
OR,0.03015318
PA,0.297763642
RI,0.343381186
SC,0.88079712
SD,0.387396311
TN,0.466721658
TX,0.268796422
UT,0.610534859
VA,0.547709559
VT,0.114613283
WA,0.790563027
WI,0.060192866
WV,0.816607186
WY,0.120243022
 ,0.847817493
AK,0.770583416
AL,0.493657929
AR,0.39050186
AZ,0.142561012
CA,0.061279027
CO,0.736653146
CT,0.36765239
DC,0.918317528
DE,0.362159221
FL,0.31696057
GA,0.838328014
HI,0.986588835
IA,0.932894774
ID,0.927951259
IL,0.777465322
IN,0.035261439
KS,0.791961715
KY,0.506723694
LA,0.809861161
MA,0.917243388
MD,0.048635323
ME,0.094296562
MI,0.913367634
MN,0.506476895
MO,0.498899705
MS,0.511819893
MT,0.02056087
NC,0.537239838
ND,0.962516671
NE,0.48434724
NH,0.124437089
NJ,0.128662687
NM,0.073328243
NV,0.487443242
NY,0.257456139
OH,0.348704538
OK,0.089003403
OR,0.101647129
PA,0.336725727
RI,0.244744765
SC,0.407101759
SD,0.226226853
TN,0.355231157
TX,0.796623472
UT,0.274256712
VA,0.26028551
VT,0.714444247
WA,0.547532716
WI,0.65542923
WV,0.463806269
WY,0.713396422
 ,0.150732842
AK,0.94245848
AL,0.19526205
AR,0.146132045
AZ,0.898963337
CA,0.61188715
CO,0.857962761
CT,0.74215124
DC,0.187653529
DE,0.349889829
FL,0.802808492
GA,0.7918049
HI,0.176220057
IA,0.355082098
ID,0.325043373
IL,0.611298801
IN,0.167670223
KS,0.792989952
KY,0.921874834
LA,0.809093867
MA,0.330265839
MD,0.387125759
ME,0.471702706
MI,0.657331905
MN,0.800810703
MO,0.233449746
MS,0.234042492
MT,0.866159842
NC,0.501397373
ND,0.647770477
NE,0.599149857
NH,0.764261045
NJ,0.148656775
NM,0.825661168
NV,0.63392249
NY,0.092769137
OH,0.817885657
OK,0.428793472
OR,0.144608342
PA,0.357509294
RI,0.79709833
SC,0.966425704
SD,0.753415673
TN,0.993065948
TX,0.603110705
UT,0.570050119
VA,0.144689265
VT,0.007684446
WA,0.044180031
WI,0.842439918
WV,0.278966622
WY,0.708466964
 ,0.984749796
AK,0.09119782
AL,0.608106827
AR,0.000744765
AZ,0.941888119
CA,0.814760551
CO,0.798738813
CT,0.190727624
DC,0.833168192
DE,0.253207353
FL,0.50116213
GA,0.541462606
HI,0.404321546
IA,0.894518282
ID,0.400806816
IL,0.760055611
IN,0.467421384
KS,0.370996964
KY,0.258239028
LA,0.494170334
MA,0.194915772
MD,0.077093284
ME,0.684615886
MI,0.140646791
MN,0.273901185
MO,0.030710445
MS,0.330686152
MT,0.842413259
NC,0.775774778
ND,0.381575213
NE,0.982212186
NH,0.391472744
NJ,0.235371198
NM,0.288467472
NV,0.766179957
NY,0.369099319
OH,0.354313802
OK,0.491037863
OR,0.531107467
PA,0.404518941
RI,0.601709459
SC,0.472241759
SD,0.525414384
TN,0.570604783
TX,0.64571254
UT,0.699897498
VA,0.976567777
VT,0.791814872
WA,0.548182099
WI,0.490862527
WV,0.730283918
WY,0.962133059
 ,0.647913503
AK,0.793549226
AL,0.926683704
AR,0.761526498
AZ,0.697132108
CA,0.19269009
CO,0.213541569
CT,0.984762897
DC,0.232000867
DE,0.327541745
FL,0.200391993
GA,0.781739863
HI,0.740694957
IA,0.405119859
ID,0.567536294
IL,0.141128507
IN,0.500818967
KS,0.24165382
KY,0.294687878
LA,0.932064886
MA,0.297104527
MD,0.19707709
ME,0.87885445
MI,0.884489079
MN,0.427050706
MO,0.676872055
MS,0.903348423
MT,0.374279372
NC,0.088546084
ND,0.413370362
NE,0.030325269
NH,0.159906506
NJ,0.751547524
NM,0.351843984
NV,0.911338231
NY,0.67198772
OH,0.885099471
OK,0.804466649
OR,0.41508666
PA,0.924645064
RI,0.226668471
SC,0.610203301
SD,0.735812883
TN,0.678836334
TX,0.276878769
UT,0.517095335
VA,0.70157155
VT,0.986693881
WA,0.977112231
WI,0.457315742
WV,0.908028214
WY,0.027613912
 ,0.046266141
AK,0.432691347
AL,0.712897761
AR,0.113979687
AZ,0.471957245
CA,0.693976964
CO,0.157776292
CT,0.821576175
DC,0.403014564
DE,0.551452211
FL,0.69910834
GA,0.69917377
HI,0.365767814
IA,0.061307551
ID,0.322690414
IL,0.554772667
IN,0.296746189
KS,0.304651283
KY,0.294284526
LA,0.646797819
MA,0.254713479
MD,0.566807268
ME,0.111710682
MI,0.378251109
MN,0.280924776
MO,0.589965054
MS,0.258780866
MT,0.816560897
NC,0.654459019
ND,0.902475253
NE,0.5735719
NH,0.640494771
NJ,0.356586464
NM,0.456696399
NV,0.97758964
NY,0.916974952
OH,0.672518998
OK,0.760443804
OR,0.606774567
PA,0.206275876
RI,0.183499529
SC,0.342316048
SD,0.3114304
TN,0.894410975
TX,0.656464652
UT,0.309010241
VA,0.388579539
VT,0.825219719
WA,0.255115851
WI,0.075194394
WV,0.66685998
WY,0.113192467
 ,0.90625888
AK,0.736224507
AL,0.675621187
AR,0.951413785
AZ,0.419968295
CA,0.540199968
CO,0.012556203
CT,0.9367015
DC,0.723187864
DE,0.378810404
FL,0.305964786
GA,0.783584229
HI,0.897955584
IA,0.344729139
ID,0.658259295
IL,0.558714655
IN,0.053539729
KS,0.082043728
KY,0.670849163
LA,0.111396826
MA,0.870620331
MD,0.740170002
ME,0.002650264
MI,0.542370523
MN,0.936951337
MO,0.089856205
MS,0.773994163
MT,0.796860761
NC,0.412235807
ND,0.239336853
NE,0.292716973
NH,0.936405462
NJ,0.924499074
NM,0.507896949
NV,0.618370091
NY,0.665808558
OH,0.46254969
OK,0.099141172
OR,0.237774313
PA,0.741235597
RI,0.129775183
SC,0.608258564
SD,0.871316392
TN,0.138912748
TX,0.91909028
UT,0.969771186
VA,0.527589876
VT,0.741456064
WA,0.209670614
WI,0.105451668
WV,0.953969747
WY,0.215088451
 ,0.911603819
AK,0.273304313
AL,0.690350612
AR,0.581473356
AZ,0.528606562
CA,0.655325436
CO,0.246456447
CT,0.053926431
DC,0.079705859
DE,0.783308504
FL,0.338340729
GA,0.359148369
HI,0.161625066
IA,0.100607772
ID,0.219437057
IL,0.076306325
IN,0.648692955
KS,0.030926545
KY,0.530967087
LA,0.894878887
MA,0.063347553
MD,0.322981028
ME,0.878974741
MI,0.98937081
MN,0.563929815
MO,0.439451571
MS,0.607583706
MT,0.255969186
NC,0.247882343
ND,0.08436401
NE,0.388040741
NH,0.419537665
NJ,0.776676093
NM,0.667360056
NV,0.561395272
NY,0.369666397
OH,0.623179267
OK,0.881176712
OR,0.61826992
PA,0.332810408
RI,0.285356065
SC,0.634797431
SD,0.636270655
TN,0.710471655
TX,0.647470468
UT,0.726850244
VA,0.843318601
VT,0.259625554
WA,0.996923608
WI,0.491862404
WV,0.871696168
WY,0.279710041
 ,0.395759447
AK,0.376507302
AL,0.786715447
AR,0.154638418
AZ,0.066628864
CA,0.652014037
CO,0.003292952
CT,0.488610543
DC,0.774976829
DE,0.636136798
FL,0.405653114
GA,0.400576041
HI,0.56609761
IA,0.298441972
ID,0.650410184
IL,0.809194806
IN,0.558457342
KS,0.084928898
KY,0.125768957
LA,0.772259292
MA,0.122940804
MD,0.93371173
ME,0.740197053
MI,0.9607438
MN,0.175763272
MO,0.684324239
MS,0.238670215
MT,0.994537465
NC,0.310335749
ND,0.115839674
NE,0.735312986
NH,0.353489612
NJ,0.278709202
NM,0.056217078
NV,0.742227416
NY,0.25948885
OH,0.660747764
OK,0.095823343
OR,0.367848128
PA,0.957368883
RI,0.80149854
SC,0.464519941
SD,0.483174627
TN,0.396287266
TX,0.614675818
UT,0.295100558
VA,0.467132982
VT,0.648594104
WA,0.429360055
WI,0.046863272
WV,0.017148086
WY,0.685850174
 ,0.464363665
AK,0.041509091
AL,0.408954306
AR,0.529151833
AZ,0.350298282
CA,0.418805505
CO,0.320927891
CT,0.117046527
DC,0.54371378
DE,0.531757622
FL,0.239431345
GA,0.203602574
HI,0.671341418
IA,0.748472752
ID,0.235246549
IL,0.800024754
IN,0.917133436
KS,0.860880014
KY,0.794181274
LA,0.085613728
MA,0.108408856
MD,0.953729611
ME,0.680116719
MI,0.888889325
MN,0.268713365
MO,0.19819922
MS,0.363147438
MT,0.583954875
NC,0.581481551
ND,0.386108737
NE,0.206870877
NH,0.705892768
NJ,0.272938695
NM,0.539641542
NV,0.451365154
NY,0.192615503
OH,0.47184634
OK,0.869951897
OR,0.239856106
PA,0.654546448
RI,0.204241389
SC,0.359079364
SD,0.827433412
TN,0.484519768
TX,0.360062052
UT,0.700533299
VA,0.907916451
VT,0.083855207
WA,0.34671718
WI,0.148462392
WV,0.348987934
WY,0.569255877
 ,0.725470363
AK,0.11081786
AL,0.643903423
AR,0.530370413
AZ,0.052931489
CA,0.166365216
CO,0.675292239
CT,0.323609436
DC,0.42886932
DE,0.769079214
FL,0.219858889
GA,0.96388347
HI,0.558814608
IA,0.478325099
ID,0.578965799
IL,0.636741013
IN,0.161346396
KS,0.702629028
KY,0.604164131
LA,0.644585855
MA,0.357914658
MD,0.233794515
ME,0.698694811
MI,0.430908703
MN,0.995848588
MO,0.235380204
MS,0.994173993
MT,0.2500279
NC,0.941198203
ND,0.078160807
NE,0.959039816
NH,0.206915759
NJ,0.834822876
NM,0.254715465
NV,0.13607781
NY,0.782965678
OH,0.763788542
OK,0.93340065
OR,0.293155323
PA,0.920022936
RI,0.438180758
SC,0.139161073
SD,0.570165022
TN,0.155116892
TX,0.526271063
UT,0.569010833
VA,0.539581019
VT,0.195466882
WA,0.999455206
WI,0.924372316
WV,0.48691508
WY,0.030996644
 ,0.26078621
AK,0.395011066
AL,0.854136366
AR,0.056381709
AZ,0.286800867
CA,0.658704277
CO,0.726787636
CT,0.129952236
DC,0.965969473
DE,0.930727184
FL,0.759829816
GA,0.035590065
HI,0.71028773
IA,0.605437487
ID,0.243569671
IL,0.641799347
IN,0.236030054
KS,0.847078419
KY,0.443470907
LA,0.499487968
MA,0.094186709
MD,0.01201176
ME,0.116709228
MI,0.787843698
MN,0.236179423
MO,0.083642138
MS,0.086073847
MT,0.560326709
NC,0.355787362
ND,0.855210828
NE,0.495836858
NH,0.715775757
NJ,0.272759129
NM,0.019970324
NV,0.971659579
NY,0.354277952
OH,0.953378096
OK,0.47247968
OR,0.955971739
PA,0.213578784
RI,0.689111571
SC,0.822987444
SD,0.088440497
TN,0.159163
TX,0.434439464
UT,0.779713823
VA,0.451815691
VT,0.322564193
WA,0.105176179
WI,0.359203054
WV,0.916296392
WY,0.126002402
 ,0.839945804
AK,0.585704838
AL,0.461420932
AR,0.368288406
AZ,0.015692457
CA,0.228421578
CO,0.161685077
CT,0.911243798
DC,0.123906331
DE,0.716428242
FL,0.380478404
GA,0.88518858
HI,0.928281979
IA,0.680550283
ID,0.279520958
IL,0.28500109
IN,0.493484808
KS,0.479675682
KY,0.723021931
LA,0.857263453
MA,0.000605038
MD,0.489685674
ME,0.063581817
MI,0.352793598
MN,0.525594518
MO,0.98182256
MS,0.053042719
MT,0.925543659
NC,0.646554462
ND,0.675612075
NE,0.312683406
NH,0.643329725
NJ,0.055897627
NM,0.042326914
NV,0.174075467
NY,0.057656896
OH,0.477765344
OK,0.345661056
OR,0.997352864
PA,0.717154207
RI,0.947900731
SC,0.154299686
SD,0.258412755
TN,0.645336129
TX,0.765658525
UT,0.801759552
VA,0.014631569
VT,0.960712547
WA,0.239473254
WI,0.063250244
WV,0.62256399
WY,0.872777634
 ,0.149448636
AK,0.887138391
AL,0.97346938
AR,0.163810547
AZ,0.397037243
CA,0.995632511
CO,0.507797183
CT,0.258166831
DC,0.857202972
DE,0.205623128
FL,0.353398734
GA,0.998469986
HI,0.928709869
IA,0.698078478
ID,0.391678728
IL,0.450360681
IN,0.685249651
KS,0.484517376
KY,0.618358274
LA,0.061779435
MA,0.6733848
MD,0.748540628
ME,0.66885777
MI,0.889943773
MN,0.3610761
MO,0.511331048
MS,0.828104706
MT,0.873233325
NC,0.463234096
ND,0.726256965
NE,0.933935612
NH,0.44802717
NJ,0.339499762
NM,0.017564939
NV,0.974569529
NY,0.4341804
OH,0.200994642
OK,0.85903414
OR,0.67919466
PA,0.261465821
RI,0.818846997
SC,0.583151823
SD,0.476956835
TN,0.89136821
TX,0.564065006
UT,0.273140634
VA,0.10166717
VT,0.11707942
WA,0.030412338
WI,0.563523086
WV,0.125615724
WY,0.773642083
 ,0.071132133
AK,0.252249195
AL,0.83014299
AR,0.566880695
AZ,0.109962603
CA,0.357185561
CO,0.295155556
CT,0.904118767
DC,0.053662865
DE,0.717764565
FL,0.576251298
GA,0.554479944
HI,0.266757078
IA,0.294013185
ID,0.016451038
IL,0.542315135
IN,0.728044751
KS,0.270199319
KY,0.132622801
LA,0.723256702
MA,0.82598524
MD,0.185305656
ME,0.520651955
MI,0.367481464
MN,0.429808196
MO,0.824590596
MS,0.810308021
MT,0.334539038
NC,0.559039792
ND,0.894408551
NE,0.343173728
NH,0.830902548
NJ,0.092499582
NM,0.139155826
NV,0.186580021
NY,0.826968125
OH,0.330066993
OK,0.268673683
OR,0.317209906
PA,0.523822465
RI,0.032116338
SC,0.365797693
SD,0.904344764
TN,0.797588674
TX,0.78655921
UT,0.240610088
VA,0.676810714
VT,0.712902872
WA,0.308649026
WI,0.123542994
WV,0.872580579
WY,0.682232926
